record	YYYY	deaths	weapon	OECD	Iraq/Afghan
34037	2006	6	4	0	1
34038	2006	1	4	0	1
34039	2006	5	4	0	1
34040	2006	2	4	0	1
34041	2006	1	4	0	1
34042	2006	1	4	0	1
34043	2006	5	2	0	1
34045	2006	1	4	0	1
34047	2006	5	2	0	1
34048	2006	11	4	0	1
34049	2006	8	2	0	1
34051	2006	1	4	0	1
34052	2006	13	2	0	0
34054	2006	2	2	0	0
34057	2006	10	2	0	0
34058	2006	2	2	0	0
34060	2006	1	4	0	0
34061	2006	9	2	0	0
34063	2006	2	2	0	0
34065	2006	2	4	0	1
34066	2006	1	4	0	1
34067	2006	15	2	0	1
34068	2006	4	6	0	1
34070	2006	2	2	0	1
34071	2006	1	4	0	0
34072	2006	1	6	0	0
34073	2006	3	2	0	0
34077	2006	1	4	0	0
34078	2006	1	5	0	0
34079	2006	1	4	0	0
34080	2006	3	4	0	0
34083	2006	1	6	0	0
34086	2006	1	2	0	1
34089	2006	14	6	0	1
34090	2006	1	4	0	1
34091	2006	3	2	0	1
34092	2006	1	2	0	1
34094	2006	1	6	0	1
34095	2006	2	4	0	1
34097	2006	1	6	0	1
34098	2006	1	4	0	1
34099	2006	1	2	0	1
34100	2006	1	4	0	1
34101	2006	6	4	0	1
34102	2006	68	2	0	1
34104	2006	1	4	0	1
34106	2006	3	2	0	1
34107	2006	2	2	0	1
34108	2006	4	2	0	1
34109	2006	1	6	0	1
34110	2006	1	4	0	1
34111	2006	1	4	0	1
34113	2006	4	4	0	1
34114	2006	1	4	0	1
34115	2006	3	4	0	1
34116	2006	1	4	0	1
34117	2006	2	2	0	1
34118	2006	1	4	0	1
34119	2006	3	4	0	1
34120	2006	8	2	0	1
34121	2006	1	2	0	1
34122	2006	16	2	0	1
34123	2006	15	4	0	1
34126	2006	1	4	0	1
34127	2006	1	4	0	1
34128	2006	1	4	0	1
34129	2006	1	4	0	1
34131	2006	1	4	0	1
34132	2006	4	2	0	1
34133	2006	3	2	0	1
34134	2006	1	4	0	1
34135	2006	1	4	0	1
34138	2006	3	2	0	1
34139	2006	1	2	0	1
34140	2006	1	2	0	1
34141	2006	1	4	0	1
34142	2006	1	4	0	1
34143	2006	2	2	0	1
34144	2006	3	4	0	1
34145	2006	1	4	0	1
34146	2006	2	6	0	1
34147	2006	1	4	0	1
34149	2006	1	4	0	1
34150	2006	1	4	0	1
34153	2006	6	2	0	1
34154	2006	3	2	0	1
34155	2006	1	4	0	1
34157	2006	2	6	0	1
34158	2006	1	4	0	1
34160	2006	1	4	0	1
34161	2006	1	4	0	1
34162	2006	1	4	0	1
34163	2006	1	2	0	1
34164	2006	1	4	0	1
34165	2006	5	4	0	1
34172	2006	3	2	0	1
34173	2006	3	6	0	1
34174	2006	1	2	0	1
34175	2006	1	4	0	1
34176	2006	2	6	0	1
34177	2006	3	4	0	1
34178	2006	1	4	0	1
34179	2006	1	4	0	1
34180	2006	7	4	0	1
34181	2006	3	4	0	1
34182	2006	1	4	0	1
34184	2006	1	2	0	1
34185	2006	2	2	0	1
34186	2006	2	2	0	1
34187	2006	10	2	0	1
34188	2006	1	4	0	1
34195	2006	4	2	0	1
34196	2006	1	4	0	1
34198	2006	1	4	0	1
34199	2006	3	4	0	1
34200	2006	11	2	0	1
34201	2006	1	4	0	1
34202	2006	1	4	0	1
34203	2006	1	4	0	1
34204	2006	1	4	0	1
34206	2006	2	2	0	1
34207	2006	1	4	0	1
34210	2006	1	2	0	1
34212	2006	1	4	0	1
34213	2006	1	4	0	1
34214	2006	1	2	0	1
34217	2006	1	4	0	1
34218	2006	1	4	0	1
34222	2006	5	2	0	1
34223	2006	1	4	0	1
34224	2006	1	4	0	1
34227	2006	2	6	0	1
34228	2006	4	6	0	1
34229	2006	1	4	0	1
34230	2006	1	4	0	1
34231	2006	1	2	0	1
34232	2006	1	4	0	1
34236	2006	2	4	0	1
34237	2006	2	4	0	1
34238	2006	3	4	0	1
34241	2006	1	4	0	1
34243	2006	1	4	0	1
34244	2006	1	4	0	1
34245	2006	1	4	0	1
34246	2006	2	4	0	1
34247	2006	2	2	0	1
34249	2006	1	4	0	1
34252	2006	2	2	0	1
34254	2006	2	2	0	1
34255	2006	1	4	0	1
34256	2006	1	2	0	1
34258	2006	11	2	0	1
34259	2006	1	2	0	1
34260	2006	1	2	0	1
34261	2006	5	2	0	1
34262	2006	2	2	0	1
34265	2006	11	2	0	1
34268	2006	1	2	0	0
34273	2006	1	4	0	1
34275	2006	7	4	0	1
34292	2006	1	2	0	0
34299	2006	1	2	0	0
34301	2006	2	4	0	0
34315	2006	1	4	0	0
34332	2006	2	2	1	0
34357	2006	1	2	0	0
34359	2006	1	4	0	0
34374	2006	1	2	0	0
34378	2006	1	6	0	0
34385	2006	1	4	0	0
34388	2006	1	6	0	0
34404	1996	1	2	1	0
34406	1998	1	2	1	0
34417	2006	1	2	0	1
34419	2006	1	2	0	1
34422	2006	1	2	0	1
34423	2006	5	2	0	1
34424	2006	9	2	0	1
34428	2006	1	4	0	1
34431	2006	8	2	0	1
34432	2006	1	4	0	0
34435	2006	1	4	0	0
34437	2006	1	4	0	0
34438	2006	1	4	0	0
34439	2006	1	4	0	0
34442	2006	6	2	0	0
34444	2006	1	4	0	0
34451	2006	1	4	0	0
34452	2006	1	4	0	0
34454	2006	1	4	0	0
34455	2006	1	4	0	0
34456	2006	1	4	0	0
34457	2006	1	4	0	0
34469	2006	1	2	0	0
34481	2006	1	4	0	0
34483	2006	2	4	0	0
34484	2006	2	4	0	0
34485	2006	4	2	0	0
34486	2006	1	4	0	0
34487	2006	1	4	0	0
34488	2006	1	4	0	0
34490	2006	1	4	0	0
34491	2006	1	4	0	0
34492	2006	1	2	0	0
34493	2006	1	4	0	0
34495	2006	1	4	0	0
34496	2006	3	4	0	0
34497	2006	1	4	0	0
34498	2006	1	4	0	0
34499	2006	1	4	0	0
34501	2006	1	4	0	0
34520	2006	1	2	0	0
34521	2006	1	2	0	0
34522	2006	1	2	0	0
34526	2006	1	2	0	0
34528	2006	14	2	0	0
34534	2006	1	2	0	0
34536	2006	1	2	0	0
34537	2006	1	2	0	0
34543	2006	5	2	0	0
34548	2006	1	4	0	0
34561	2006	3	4	0	0
34562	2006	1	2	0	0
34576	2006	2	4	0	0
34585	2007	1	4	0	0
34588	2007	5	4	0	0
34589	2007	2	4	0	0
34592	2006	16	2	0	1
34593	2006	1	4	0	1
34594	2006	1	4	0	1
34595	2006	1	4	0	1
34596	2006	2	4	0	1
34597	2006	1	2	0	1
34598	2006	3	2	0	1
34599	2006	1	6	0	1
34600	2006	2	2	0	1
34601	2006	1	4	0	1
34602	2006	2	2	0	1
34604	2006	2	2	0	1
34609	2006	1	4	0	1
34610	2006	1	4	0	1
34611	2006	1	4	0	1
34612	2006	1	4	0	1
34613	2006	1	6	0	1
34617	2006	8	2	0	1
34618	2006	1	2	0	1
34619	2006	2	4	0	1
34623	2006	1	6	0	1
34625	2006	3	6	0	1
34626	2006	4	2	0	1
34627	2006	3	2	0	1
34628	2006	9	2	0	1
34629	2006	4	4	0	1
34631	2006	3	4	0	1
34632	2006	1	4	0	1
34633	2006	1	4	0	1
34634	2006	1	6	0	1
34635	2006	1	4	0	1
34638	2006	1	2	0	1
34639	2006	5	2	0	1
34640	2006	17	2	0	1
34641	2006	26	2	0	1
34644	2006	3	2	0	1
34645	2006	2	2	0	1
34646	2006	1	4	0	1
34647	2006	1	4	0	1
34649	2006	1	4	0	1
34652	2006	8	2	0	1
34653	2006	2	4	0	1
34655	2006	1	4	0	1
34656	2006	1	4	0	1
34657	2006	7	2	0	1
34658	2006	1	4	0	0
34659	2006	4	2	0	0
34667	2006	1	4	0	0
34669	2006	1	4	0	0
34670	2007	1	6	0	1
34671	2007	1	4	0	1
34672	2007	1	6	0	1
34673	2007	1	4	0	1
34680	2006	1	2	0	0
34682	2006	10	2	0	1
34683	2006	2	2	0	1
34684	2006	2	2	0	1
34685	2006	3	6	0	1
34687	2006	2	2	0	1
34688	2006	2	4	0	1
34689	2006	1	4	0	1
34691	2006	10	2	0	1
34692	2006	2	4	0	1
34693	2006	1	6	0	1
34694	2006	5	2	0	1
34695	2006	1	4	0	1
34696	2006	1	4	0	1
34697	2006	35	2	0	1
34698	2006	1	2	0	1
34699	2006	36	2	0	1
34700	2006	2	2	0	1
34701	2006	2	2	0	1
34702	2006	1	2	0	1
34703	2006	1	2	0	1
34704	2006	1	6	0	1
34705	2006	2	4	0	1
34707	2006	2	2	0	1
34708	2007	1	4	0	0
34709	2007	15	2	0	0
34714	2006	70	2	0	1
34716	2007	1	4	0	0
34717	2007	6	2	0	0
34718	2007	1	2	0	0
34723	2006	2	4	0	1
34724	2006	1	4	0	1
34727	2006	2	2	0	1
34730	2006	1	2	0	1
34731	2007	8	2	0	0
34732	2007	1	4	0	0
34733	2006	1	2	0	0
34735	2006	1	2	0	0
34738	2006	1	4	0	0
34739	2006	1	4	0	0
34740	2007	1	4	0	1
34743	2007	1	4	0	1
34745	2007	4	4	0	1
34747	2007	2	4	0	1
34750	2007	1	4	0	1
34752	2007	4	4	0	1
34755	2007	1	4	0	1
34756	2007	13	2	0	1
34761	2007	1	6	0	1
34762	2007	1	4	0	1
34763	2007	1	2	0	0
34764	2007	2	6	0	1
34765	2007	3	4	0	1
34766	2007	2	4	0	1
34768	2007	1	4	0	1
34770	2007	1	4	0	1
34771	2007	1	4	0	1
34772	2007	2	4	0	1
34773	2007	1	4	0	1
34774	2007	3	2	0	1
34775	2007	7	6	0	1
34777	2007	1	4	0	1
34779	2007	1	4	0	1
34780	2007	1	4	0	1
34781	2007	1	4	0	1
34782	2007	1	4	0	1
34783	2007	1	2	0	1
34784	2007	1	4	0	1
34785	2007	1	4	0	1
34787	2007	1	4	0	1
34788	2007	2	2	0	1
34789	2007	2	2	0	1
34790	2007	2	2	0	1
34791	2007	1	4	0	1
34792	2007	1	4	0	1
34794	2007	2	4	0	1
34795	2007	3	2	0	1
34796	2007	1	4	0	1
34797	2007	1	4	0	1
34798	2007	3	2	0	1
34799	2007	1	2	0	1
34802	2007	1	4	0	1
34805	2007	5	2	0	1
34806	2007	2	2	0	1
34807	2007	2	2	0	1
34809	2007	2	4	0	1
34811	2007	5	4	0	1
34815	2007	1	4	0	1
34816	2007	1	4	0	1
34817	2007	1	4	0	1
34819	2007	2	4	0	1
34821	2007	1	4	0	1
34823	2007	1	4	0	1
34824	2007	2	4	0	1
34825	2007	1	2	0	1
34826	2007	1	4	0	1
34828	2007	2	4	0	1
34830	2007	1	2	0	1
34831	2007	1	4	0	1
34833	2007	1	4	0	1
34834	2007	1	4	0	1
34836	2007	2	4	0	1
34837	2007	1	4	0	1
34838	2007	1	4	0	1
34840	2007	2	2	0	1
34841	2007	2	4	0	1
34843	2007	1	4	0	1
34844	2007	1	4	0	1
34845	2007	6	4	0	1
34846	2007	3	2	0	1
34848	2007	1	6	0	1
34849	2007	1	2	0	1
34850	2007	2	2	0	1
34852	2007	4	2	0	1
34853	2007	1	4	0	1
34854	2007	6	2	0	1
34856	2007	13	2	0	1
34857	2007	70	2	0	1
34858	2007	1	4	0	1
34866	2007	2	6	0	0
34871	2007	1	4	0	0
34872	2007	1	6	0	0
34873	2007	4	2	0	0
34874	2007	1	4	0	0
34881	2007	7	2	0	0
34882	2007	1	4	0	1
34883	2007	2	4	0	1
34885	2007	4	4	0	1
34886	2007	1	4	0	1
34887	2007	1	2	0	1
34888	2007	17	2	0	1
34889	2007	9	2	0	1
34890	2007	4	4	0	1
34891	2007	1	2	0	1
34892	2007	4	2	0	1
34893	2007	1	6	0	1
34894	2007	3	4	0	1
34896	2007	2	2	0	1
34897	2007	1	2	0	1
34898	2007	1	4	0	1
34899	2007	4	2	0	1
34900	2007	2	6	0	1
34901	2007	2	2	0	1
34903	2007	1	4	0	1
34904	2007	4	2	0	1
34905	2007	1	6	0	1
34906	2007	10	2	0	1
34907	2007	1	4	0	1
34908	2007	1	2	0	1
34909	2007	1	6	0	1
34910	2007	1	4	0	1
34911	2007	2	4	0	1
34912	2007	1	4	0	1
34913	2007	1	4	0	1
34914	2007	1	4	0	1
34916	2007	1	4	0	1
34918	2007	1	4	0	1
34919	2007	1	4	0	1
34920	2007	1	4	0	1
34922	2007	1	4	0	1
34923	2007	3	4	0	1
34924	2007	1	4	0	1
34925	2007	1	4	0	1
34927	2007	1	2	0	1
34929	2007	2	4	0	1
34930	2007	1	6	0	1
34932	2007	1	2	0	1
34933	2007	6	2	0	1
34934	2007	3	2	0	1
34935	2007	1	4	0	1
34937	2007	1	4	0	1
34939	2007	1	4	0	1
34940	2007	12	2	0	1
34941	2007	88	2	0	1
34945	2007	1	4	0	1
34946	2007	1	4	0	1
34947	2007	1	4	0	1
34948	2007	1	4	0	1
34950	2007	4	2	0	1
34952	2007	1	2	0	1
34954	2007	1	6	0	1
34955	2007	2	4	0	1
34956	2007	1	2	0	1
34958	2007	1	2	0	1
34959	2007	1	2	0	1
34960	2007	1	4	0	1
34962	2007	1	4	0	0
34969	2007	2	2	0	0
34970	2007	1	6	0	1
34973	2007	1	2	0	1
34974	2007	1	4	0	1
34975	2007	1	4	0	1
34976	2007	1	6	0	1
34978	2007	1	2	0	1
34979	2007	3	6	0	1
34981	2007	1	6	0	1
34982	2007	2	4	0	1
34985	2007	2	2	0	0
34995	2007	1	4	0	0
34998	2007	6	2	0	0
35003	2007	1	6	0	0
35005	2007	1	2	0	0
35009	2007	3	2	0	0
35010	2007	1	2	0	0
35015	2007	1	6	0	0
35016	2007	5	2	0	1
35017	2007	2	6	0	1
35018	2007	1	6	0	1
35019	2007	1	6	0	1
35020	2007	1	4	0	1
35021	2007	1	4	0	1
35023	2007	1	2	0	1
35024	2007	26	2	0	1
35026	2007	1	4	0	1
35028	2007	4	2	0	1
35029	2007	2	2	0	1
35030	2007	3	2	0	1
35031	2007	1	6	0	1
35033	2007	1	4	0	1
35034	2007	1	4	0	1
35035	2007	15	2	0	1
35036	2007	2	2	0	1
35039	2007	1	2	0	1
35040	2007	1	6	0	1
35042	2007	2	2	0	1
35043	2007	13	2	0	1
35047	2007	1	2	0	1
35049	2007	1	2	0	1
35050	2007	1	4	0	1
35051	2007	1	6	0	1
35052	2007	2	2	0	1
35053	2007	5	4	0	1
35054	2007	1	2	0	1
35055	2007	4	2	0	1
35056	2007	2	2	0	1
35057	2007	4	4	0	1
35058	2007	5	2	0	1
35059	2007	6	2	0	1
35060	2007	4	6	0	1
35061	2007	16	2	0	1
35062	2007	6	2	0	1
35063	2007	5	2	0	1
35064	2007	5	2	0	1
35065	2007	4	2	0	1
35069	2007	1	2	0	1
35070	2007	1	4	0	1
35072	2007	1	2	0	1
35073	2007	1	4	0	1
35074	2007	4	2	0	1
35075	2007	1	4	0	1
35076	2007	13	2	0	1
35077	2007	15	2	0	1
35079	2007	2	4	0	0
35081	2007	1	4	0	0
35082	2007	7	2	0	1
35083	2007	1	4	0	0
35084	2007	2	2	0	1
35085	2007	1	4	0	0
35086	2007	23	2	0	1
35088	2007	1	4	0	0
35091	2007	1	2	0	0
35093	2007	1	6	0	0
35099	2007	2	2	0	0
35100	2007	3	6	0	0
35101	2007	1	4	0	0
35102	2007	15	2	0	0
35103	2007	1	4	0	0
35107	2007	1	4	0	0
35108	2007	3	2	0	0
35113	2007	1	6	0	0
35115	2007	1	4	0	0
35116	2007	1	2	0	0
35119	2007	1	4	0	0
35120	2007	3	6	0	0
35121	2007	1	2	0	0
35125	2007	6	4	0	0
35128	2007	1	2	0	0
35129	2007	1	4	0	0
35130	2007	1	4	0	0
35133	2007	1	6	0	0
35135	2007	2	4	0	0
35136	2007	2	2	0	0
35138	2007	1	2	0	0
35139	2007	1	4	0	0
35140	2007	1	6	0	1
35141	2007	4	6	0	1
35142	2007	2	6	0	1
35143	2007	1	6	0	1
35144	2007	2	2	0	1
35148	2007	2	2	0	1
35149	2007	1	2	0	1
35150	2007	2	2	0	1
35151	2007	4	2	0	1
35152	2007	1	4	0	1
35153	2007	3	2	0	1
35154	2007	3	4	0	1
35155	2007	2	4	0	1
35156	2007	2	4	0	1
35157	2007	6	2	0	1
35158	2007	6	2	0	1
35160	2007	2	4	0	1
35161	2007	1	2	0	1
35162	2007	73	2	0	1
35163	2007	1	4	0	1
35164	2007	1	2	0	1
35165	2007	1	4	0	1
35166	2007	1	4	0	1
35167	2007	1	4	0	1
35168	2007	6	4	0	1
35169	2007	8	2	0	1
35170	2007	137	2	0	1
35173	2007	1	2	0	1
35174	2007	1	2	0	1
35175	2007	1	2	0	1
35176	2007	2	2	0	1
35183	2007	2	4	0	1
35184	2007	1	4	0	1
35185	2007	3	2	0	1
35186	2007	4	2	0	1
35190	2007	1	4	0	0
35194	2007	5	6	0	0
35195	2007	1	4	0	0
35201	2007	1	2	0	0
35202	2007	1	4	0	0
35205	2007	1	4	0	0
35206	2007	3	5	0	0
35207	2007	1	4	0	0
35208	2007	1	4	0	0
35212	2007	1	6	0	1
35215	2007	1	4	0	1
35216	2007	4	2	0	1
35220	2007	2	4	0	1
35221	2007	2	2	0	1
35222	2007	4	2	0	1
35223	2007	5	2	0	1
35224	2007	4	2	0	1
35225	2007	1	4	0	1
35226	2007	1	2	0	1
35228	2007	2	2	0	1
35229	2007	1	4	0	1
35230	2007	4	2	0	1
35231	2007	5	2	0	1
35232	2007	7	2	0	1
35233	2007	1	2	0	1
35235	2007	2	4	0	1
35239	2007	4	2	0	1
35240	2007	10	2	0	1
35241	2007	10	2	0	1
35243	2007	1	4	0	1
35246	2007	1	2	0	1
35247	2007	1	2	0	1
35248	2007	1	2	0	1
35249	2007	8	2	0	1
35250	2007	1	2	0	1
35251	2007	1	2	0	1
35252	2007	8	2	0	1
35254	2007	6	2	0	1
35255	2007	5	4	0	1
35256	2007	17	2	0	1
35263	2007	3	2	0	0
35264	2007	1	4	0	0
35266	2007	1	2	0	1
35268	2007	1	4	0	1
35269	2007	2	4	0	1
35271	2007	66	2	0	0
35272	2007	5	2	0	1
35273	2007	1	4	0	1
35274	2007	2	4	0	1
35275	2007	3	4	0	1
35279	2007	1	2	0	1
35282	2007	7	2	0	1
35283	2007	9	1	0	1
35284	2007	5	2	0	1
35285	2007	4	2	0	1
35286	2007	2	2	0	1
35288	2007	2	2	0	1
35289	2007	2	2	0	1
35290	2007	2	2	0	1
35292	2007	11	2	0	1
35293	2007	1	6	0	1
35295	2007	1	2	0	1
35296	2007	3	4	0	1
35297	2007	3	4	0	1
35298	2007	1	4	0	1
35299	2007	1	2	0	1
35300	2007	60	2	0	1
35301	2007	2	5	0	1
35302	2007	1	4	0	1
35303	2007	1	2	0	1
35305	2007	10	2	0	1
35306	2007	1	4	0	1
35307	2007	1	2	0	1
35308	2007	1	2	0	1
35309	2007	3	6	0	1
35310	2007	1	4	0	1
35311	2007	1	4	0	1
35312	2007	1	4	0	1
35313	2007	4	2	0	1
35314	2007	3	2	0	1
35316	2007	1	4	0	1
35317	2007	1	4	0	1
35318	2007	3	4	0	1
35319	2007	1	2	0	1
35321	2007	1	4	0	1
35322	2007	4	4	0	1
35323	2007	1	4	0	1
35324	2007	2	2	0	1
35325	2007	2	2	0	1
35326	2007	1	2	0	1
35327	2007	4	2	0	1
35328	2007	9	2	0	1
35329	2007	1	2	0	1
35330	2007	2	2	0	1
35331	2007	1	4	0	1
35332	2007	4	2	0	1
35333	2007	15	2	0	1
35334	2007	1	4	0	1
35335	2007	1	6	0	1
35336	2007	1	4	0	1
35337	2007	9	2	0	1
35338	2007	79	2	0	1
35339	2007	1	5	0	1
35340	2007	2	2	0	1
35341	2007	1	2	0	1
35342	2007	1	4	0	1
35343	2007	1	4	0	1
35344	2007	1	6	0	1
35345	2007	1	6	0	1
35347	2007	1	4	0	1
35348	2007	1	2	0	1
35349	2007	9	2	0	1
35351	2007	1	4	0	1
35353	2007	1	4	0	1
35354	2007	3	4	0	1
35355	2007	4	2	0	1
35356	2007	1	4	0	1
35357	2007	1	4	0	1
35358	2007	5	2	0	1
35359	2007	1	4	0	1
35360	2007	1	4	0	1
35361	2007	1	2	0	1
35363	2007	3	2	0	1
35364	2007	8	4	0	1
35365	2007	1	4	0	1
35366	2007	2	2	0	1
35370	2007	1	2	0	1
35372	2007	10	4	0	1
35373	2007	52	2	0	1
35374	2007	1	2	0	1
35376	2007	1	4	0	1
35377	2007	2	4	0	1
35378	2007	1	4	0	1
35379	2007	2	2	0	1
35380	2007	2	2	0	1
35381	2007	1	2	0	1
35383	2007	2	2	0	1
35385	2007	1	4	0	1
35386	2007	1	4	0	1
35387	2007	2	2	0	1
35388	2007	1	4	0	1
35389	2007	1	6	0	1
35390	2007	41	2	0	1
35391	2007	2	2	0	1
35392	2007	3	2	0	1
35393	2007	3	4	0	1
35394	2007	15	2	0	1
35396	2007	12	2	0	1
35397	2007	8	2	0	1
35398	2007	5	2	0	1
35399	2007	1	2	0	1
35400	2007	3	2	0	1
35401	2007	2	2	0	1
35403	2007	4	2	0	1
35404	2007	1	4	0	1
35405	2007	1	6	0	1
35406	2007	1	4	0	1
35407	2007	2	4	0	1
35409	2007	3	2	0	1
35410	2007	2	4	0	1
35411	2007	10	2	0	1
35413	2007	1	5	0	0
35415	2007	15	2	0	0
35420	2006	1	4	0	0
35422	2006	1	4	0	0
35425	2007	1	4	0	1
35426	2007	1	4	0	1
35427	2007	3	6	0	1
35428	2007	3	2	0	1
35429	2007	2	1	0	1
35430	2007	1	2	0	1
35433	2007	11	2	0	1
35436	2007	1	4	0	1
35437	2007	2	4	0	1
35438	2007	1	4	0	1
35441	2007	1	2	0	0
35447	2007	1	4	0	0
35451	2006	1	4	0	0
35452	2006	1	4	0	0
35456	2006	1	4	0	1
35458	2006	2	2	0	1
35468	2007	3	2	0	1
35469	2006	3	2	0	1
35470	2006	5	4	0	1
35473	2007	1	2	0	1
35474	2007	4	2	0	0
35478	2007	2	2	0	0
35480	2007	2	4	0	0
35482	2007	7	2	0	0
35484	2007	2	2	0	1
35486	2007	1	6	0	1
35487	2007	3	2	0	0
35489	2007	1	5	0	0
35491	2007	2	2	0	0
35494	2007	2	4	0	0
35504	2007	2	4	0	0
35507	2007	1	4	0	0
35511	2007	4	6	0	0
35513	2007	1	4	0	1
35515	2007	5	2	0	1
35516	2007	10	2	0	1
35519	2007	3	2	0	1
35521	2007	1	2	0	1
35523	2007	1	4	0	1
35529	2007	1	4	0	1
35530	2007	8	2	0	1
35531	2007	6	2	0	1
35532	2007	3	2	0	1
35534	2007	7	4	0	1
35536	2007	1	2	0	1
35537	2007	1	2	0	1
35538	2007	9	5	0	1
35540	2007	1	4	0	1
35541	2007	1	6	0	1
35542	2007	1	4	0	1
35545	2007	2	1	0	1
35546	2007	1	2	0	1
35547	2007	1	2	0	1
35548	2007	1	2	0	1
35549	2007	2	4	0	1
35550	2007	1	4	0	1
35551	2007	2	2	0	1
35553	2007	1	4	0	1
35554	2007	2	2	0	1
35555	2007	1	2	0	1
35556	2007	2	2	0	1
35557	2007	1	4	0	1
35558	2007	2	3	0	1
35559	2007	2	2	0	1
35560	2007	1	4	0	1
35562	2007	6	4	0	1
35563	2007	8	2	0	1
35565	2007	5	2	0	1
35566	2007	1	2	0	1
35567	2007	6	2	0	1
35568	2007	2	4	0	1
35569	2007	1	6	0	1
35570	2007	1	4	0	1
35572	2007	1	6	0	1
35573	2007	1	6	0	1
35575	2007	2	4	0	1
35576	2007	6	2	0	1
35577	2007	2	4	0	1
35579	2007	10	2	0	1
35580	2007	3	4	0	1
35581	2007	1	2	0	1
35582	2007	2	2	0	1
35583	2007	1	4	0	1
35584	2007	2	4	0	1
35585	2007	1	2	0	1
35586	2007	2	4	0	1
35588	2007	1	4	0	1
35589	2007	3	4	0	1
35590	2007	2	2	0	1
35591	2007	1	2	0	1
35592	2007	1	4	0	1
35593	2007	1	4	0	1
35594	2007	3	4	0	1
35596	2007	2	4	0	1
35598	2007	1	4	0	1
35599	2007	1	4	0	1
35601	2007	4	2	0	1
35603	2007	1	2	0	1
35604	2007	1	4	0	1
35605	2007	1	4	0	1
35606	2007	4	2	0	1
35607	2007	1	4	0	1
35608	2007	1	4	0	1
35611	2007	11	2	0	1
35612	2007	4	2	0	1
35613	2007	1	4	0	1
35615	2007	5	2	0	1
35616	2007	2	2	0	1
35617	2007	32	2	0	1
35618	2007	10	2	0	1
35619	2007	1	4	0	1
35620	2007	3	4	0	1
35623	2007	1	2	0	1
35624	2007	8	2	0	1
35627	2007	3	2	0	1
35628	2007	1	4	0	1
35629	2007	1	4	0	1
35631	2007	3	2	0	1
35632	2007	2	2	0	1
35635	2007	2	4	0	1
35636	2007	1	4	0	1
35640	2007	7	2	0	1
35641	2007	23	2	0	1
35642	2007	30	2	0	1
35643	2007	12	2	0	1
35644	2007	120	2	0	1
35645	2007	1	2	0	1
35647	2007	1	2	0	1
35648	2007	4	4	0	1
35649	2007	1	4	0	1
35652	2007	5	2	0	1
35653	2007	6	2	0	1
35654	2007	2	4	0	1
35655	2007	4	2	0	1
35656	2007	1	4	0	1
35657	2007	1	4	0	1
35658	2007	4	4	0	1
35659	2007	5	4	0	1
35660	2007	1	4	0	1
35661	2007	38	2	0	1
35662	2007	2	2	0	1
35663	2007	1	2	0	1
35666	2007	2	4	0	1
35667	2007	4	2	0	1
35669	2007	1	4	0	1
35670	2007	1	2	0	1
35671	2007	7	2	0	1
35672	2007	1	4	0	1
35673	2007	2	4	0	1
35676	2007	12	2	0	1
35681	2007	1	2	0	1
35683	2007	1	4	0	1
35684	2007	1	4	0	1
35685	2007	1	4	0	1
35686	2007	3	2	0	1
35687	2007	6	4	0	1
35689	2007	2	4	0	0
35690	2007	1	4	0	1
35691	2007	10	2	0	1
35692	2007	1	2	0	1
35693	2007	5	2	0	1
35695	2007	14	4	0	1
35696	2007	2	4	0	1
35697	2007	5	4	0	1
35699	2007	1	2	0	1
35702	2007	1	2	0	1
35704	2007	2	4	0	1
35705	2007	7	2	0	1
35706	2007	2	4	0	1
35707	2007	2	6	0	1
35709	2007	9	2	0	1
35710	2007	4	2	0	1
35711	2007	1	4	0	1
35712	2007	8	6	0	1
35713	2007	2	6	0	1
35716	2007	6	2	0	0
35717	2007	6	2	0	0
35719	2007	13	2	0	1
35720	2007	34	2	0	1
35721	2007	10	2	0	1
35722	2007	1	6	0	1
35723	2007	1	4	0	1
35724	2007	1	2	0	1
35726	2007	5	4	0	1
35727	2007	2	2	0	1
35728	2007	8	2	0	1
35733	2007	1	2	0	1
35739	2007	1	6	0	1
35742	2007	1	6	0	1
35745	2007	1	4	0	1
35746	2007	1	4	0	1
35747	2007	1	4	0	1
35748	2007	1	4	0	1
35749	2007	3	4	0	1
35752	2007	1	4	0	1
35755	2007	1	2	0	1
35758	2007	1	2	0	1
35759	2007	1	2	0	1
35760	2007	1	4	0	1
35761	2007	3	2	0	1
35763	2007	1	4	0	1
35764	2007	1	6	0	1
35765	2007	17	2	0	1
35767	2007	2	4	0	1
35769	2007	1	4	0	1
35770	2007	1	2	0	1
35771	2007	2	4	0	1
35772	2007	2	2	0	1
35774	2007	1	4	0	1
35775	2007	2	2	0	1
35776	2007	1	2	0	1
35777	2007	1	2	0	1
35778	2007	3	2	0	1
35779	2007	152	2	0	1
35782	2007	2	2	0	1
35783	2007	1	6	0	1
35784	2007	1	6	0	1
35785	2007	1	6	0	1
35786	2007	4	2	0	1
35790	2007	49	2	0	0
35792	2007	1	2	0	0
35793	2007	4	4	0	0
35794	2007	1	4	0	1
35795	2007	1	4	0	1
35799	2007	5	2	0	1
35800	2007	1	2	0	1
35801	2007	2	2	0	1
35804	2007	5	2	0	1
35805	2007	1	5	0	1
35806	2007	1	2	0	1
35807	2007	5	2	0	1
35808	2007	1	4	0	1
35809	2007	1	4	0	1
